seqn,total_count
40564,2211768
40565,3851573
40570,1834243
40571,2706633
40573,337672
40574,958327
40575,1155660
40578,3252103
40579,936361
40581,2493697
40582,1767606
40583,970887
40584,517617
40585,2263406
40586,586135
40587,924193
40588,761066
40589,1739195
40591,2778965
40592,2228263
40594,948582
40595,584024
40596,3471568
40597,1653461
40598,156975
40599,775835
40601,3302889
40602,1416676
40603,2546128
40604,91307
40605,1798077
40606,1763679
40607,1533765
40608,1210466
40609,63617
40612,431044
40613,1182110
40614,1550969
40615,287953
40616,3683401
40617,1255032
40618,873801
40619,2101963
40621,1709528
40622,3916053
40623,986383
40630,838015
40632,1655184
40633,1997151
40634,1389653
40635,703250
40636,1448303
40637,510185
40639,1814840
40640,1388598
40641,1409759
40642,1568036
40643,1283563
40644,798968
40645,393153
40647,1674554
40650,1376076
40651,373566
40653,2521359
40655,1460319
40658,1592007
40659,2059010
40660,4366007
40661,1543606
40664,874896
40665,4381977
40667,46356
40669,1171981
40671,4522
40672,1070580
40674,844961
40675,3308928
40680,754787
40681,932931
40682,4010238
40684,1253163
40685,1495109
40686,2309250
40689,4594247
40690,142917
40693,1461592
40696,627394
40697,1258897
40698,2554439
40699,2978937
40700,2766126
40701,1025124
40702,992453
40703,1161648
40705,639757
40707,1621655
40709,1746877
40710,2490100
40711,780608
40712,2068313
40713,1704043
40714,1427471
40715,2128963
40716,202759
40717,1379140
40718,374096
40720,1202142
40721,1515556
40722,3161371
40724,2571929
40725,4196588
40727,1659922
40729,2338150
40731,2907904
40732,1104158
40734,1264078
40739,2100036
40741,7029
40742,2021690
40744,644056
40745,1264693
40746,893944
40747,3600922
40748,1910074
40751,505420
40752,2364513
40753,846008
40755,2361407
40757,3707718
40758,1436875
40759,1172736
40760,1939676
40763,616366
40764,1428089
40767,2756933
40768,1826285
40769,111034
40770,2455461
40771,1564987
40772,1497875
40773,902041
40774,1146895
40775,1045387
40776,2061354
40777,3168828
40780,2089447
40781,1698414
40782,2145145
40784,898865
40787,1198773
40790,433880
40791,671421
40795,3046972
40797,2199375
40798,1674984
40799,1825381
40800,1174648
40801,259120
40802,918367
40803,3526392
40804,3773484
40806,3712714
40808,341666
40809,650803
40810,676212
40811,1147694
40812,1969079
40813,2031255
40815,180960
40816,1773771
40818,3370715
40819,2654495
40821,2056730
40822,1173622
40823,78217
40824,3171973
40827,891660
40828,2177936
40829,1920616
40830,1404581
40831,275059
40832,1897843
40834,1278322
40837,2584737
40838,2031038
40839,2090930
40840,1210186
40841,614438
40842,525256
40843,2050000
40844,2586277
40845,770219
40848,1388743
40849,1552888
40850,1545981
40855,1100557
40856,3822081
40857,874559
40858,1127051
40860,564298
40861,2153002
40863,3125119
40867,895647
40869,489541
40870,1905060
40872,1445715
40873,1503498
40875,1221405
40876,5025774
40877,2721272
40880,712705
40881,659847
40882,1743640
40883,3906101
40886,1262173
40887,1507509
40888,2212326
40890,1086439
40891,1393845
40892,5580351
40893,1734588
40895,281862
40896,381546
40897,681919
40899,1606489
40900,188094
40904,3193320
40905,493265
40906,1339260
40907,698523
40908,1395583
40909,1412996
40910,2744644
40911,1702690
40912,2638064
40917,899639
40919,119699
40921,1322807
40922,729696
40924,2347927
40925,1623569
40926,1047890
40929,881050
40930,773999
40931,477507
40932,20855
40934,2678683
40935,92197
40936,1974699
40938,2432827
40942,1155308
40946,1043460
40947,1890859
40948,1806626
40949,1355805
40950,2391164
40951,1814560
40952,2449302
40953,726674
40954,429523
40957,1636883
40961,2002992
40962,307372
40963,1229820
40964,839736
40965,1997270
40966,2368505
40968,642721
40969,1912519
40970,976931
40971,282721
40972,2106275
40973,1472369
40974,2050371
40975,2340874
40977,3632906
40978,1560667
40980,834004
40981,1125306
40982,1713907
40983,1070054
40984,389430
40985,1748101
40986,2431333
40988,1509870
40989,744578
40990,1749602
40991,79887
40992,880626
40993,2916524
40998,1607000
41003,178801
41004,2781623
41005,1431809
41006,2549135
41009,2876340
41010,3071014
41011,1614250
41012,2135842
41013,709802
41014,1250403
41015,3749886
41016,1035601
41017,2376502
41019,1947874
41020,1608193
41021,2659747
41022,1622639
41024,1961233
41025,1270219
41026,112621
41027,2101345
41028,1479828
41030,544332
41032,508841
41033,6327
41034,2551957
41036,1733681
41037,2669765
41038,2461544
41040,1346424
41041,1900780
41042,1589536
41043,910804
41046,4041067
41048,2068733
41049,1207871
41050,872319
41051,1409251
41053,886611
41055,4277840
41056,1582755
41057,907618
41058,4297773
41060,2447179
41063,2498058
41066,2533790
41070,2981187
41072,4678467
41074,751861
41075,2771958
41076,313336
41077,2302317
41080,1509801
41082,3069559
41087,2233
41088,3089295
41089,1387012
41090,1851216
41092,1007222
41093,151325
41094,539061
41095,968104
41097,577446
41098,470471
41099,2576371
41100,456782
41101,459576
41103,242410
41104,1126970
41105,584281
41106,696242
41107,1019041
41109,1137334
41110,1577905
41113,136077
41115,1027278
41116,2100787
41118,1549399
41119,7925003
41121,2400407
41122,3197142
41123,944065
41124,744778
41126,456974
41127,527415
41128,6170329
41132,3903314
41133,3516935
41134,5304483
41135,3892653
41136,1268796
41137,1055388
41138,1131542
41139,3156201
41140,2112350
41141,10735330
41142,1222982
41143,1394370
41144,453869
41146,3190679
41147,1051283
41149,2509802
41150,1012611
41153,2854786
41154,49644
41156,1587362
41157,1709079
41158,1240248
41159,2166947
41163,3039057
41164,3096381
41167,746863
41168,2133466
41171,6018232
41175,2730135
41177,2097909
41181,500846
41182,1935909
41184,1927007
41185,1573186
41186,47666
41187,4840753
41188,3093802
41189,939533
41190,2003671
41193,1232350
41194,932823
41195,1913888
41197,2232618
41198,1539326
41201,850559
41202,2540080
41204,3703507
41205,2485987
41206,530203
41207,1342
41208,1691291
41209,36998
41210,1592911
41211,1328408
41212,2259333
41214,3600368
41215,2677
41217,1985740
41219,1121387
41220,853030
41221,61992
41223,817284
41224,79772
41225,2839236
41227,1791862
41229,1485785
41230,1111352
41231,1386688
41232,546743
41233,1576022
41234,524337
41235,2762287
41236,2206461
41238,1836810
41239,2942656
41240,1662914
41243,1508504
41244,1545235
41246,1223600
41248,3776789
41252,737755
41253,1819545
41254,744883
41255,1844511
41256,1859915
41258,1262054
41259,986308
41260,3043509
41261,2557457
41264,158766
41265,1432741
41266,880141
41267,686411
41268,1543407
41269,886084
41270,2665081
41271,3742905
41272,946874
41273,277850
41274,1729643
41277,1573647
41278,2769548
41279,1992525
41281,2206597
41283,2524351
41285,905957
41286,1385206
41287,2824448
41288,1031236
41289,2257833
41292,2430937
41297,2732556
41300,846529
41306,3064246
41310,6973259
41312,986415
41313,2269724
41314,1964248
41316,1900825
41317,2491692
41319,2315567
41320,880300
41321,3258555
41322,2641564
41326,991289
41327,1895239
41328,1203597
41329,1634999
41333,5762711
41334,2616153
41336,609576
41339,1310390
41340,1431222
41342,1036672
41344,2546669
41347,4342470
41349,1402161
41350,574358
41351,1015665
41352,1638583
41353,4553222
41354,868299
41355,3173901
41356,563896
41357,3126494
41358,1263621
41360,1148482
41361,441523
41362,869416
41364,1981684
41365,2185092
41366,997100
41368,2941662
41369,818956
41370,1289458
41375,219578
41376,45886
41377,5669
41379,1820855
41382,1159014
41383,1269976
41386,1570644
41387,3756686
41388,1070465
41389,784136
41394,1672002
41396,3412084
41398,415296
41401,1576800
41402,997631
41403,725179
41404,1416796
41406,3476538
41407,718408
41408,648635
41409,2754326
41413,1789200
41414,1670961
41415,624578
41416,1916663
41417,2138662
41418,2707955
41419,2783462
41420,4797997
41422,933703
41424,1872128
41426,624832
41427,1416221
41428,262111
41430,725227
41434,2234950
41435,3328320
41436,1628367
41437,390621
41438,350468
41439,269007
41440,281655
41442,1074782
41444,1143831
41446,1539171
41447,232783
41448,2892332
41449,1700621
41450,733231
41451,1371832
41452,2048467
41454,662167
41457,768150
41458,3125642
41459,1679007
41460,2437593
41461,388964
41465,1404585
41466,541930
41467,2239617
41468,1125910
41469,32737
41471,2981681
41472,2075168
41473,773354
41474,1925174
